ORDERNUMBER,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,PRICEEACH,SALES,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,STATE,TERRITORY,YEAR,MONTH,REVENUE
10276,2004-08-02,Shipped,Classic Cars,50,100.0,9631.0,Online Mini Collectables,Brickhaven,USA,Large,MA,Unknown,2004,8,5000.0
10287,2004-08-30,Shipped,Classic Cars,21,100.0,3432.24,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,8,2100.0
10300,2003-10-04,Shipped,Classic Cars,33,100.0,5521.89,"Blauer See Auto, Co.",Frankfurt,GERMANY,Medium,Unknown,EMEA,2003,10,3300.0
10310,2004-10-16,Shipped,Classic Cars,33,100.0,6934.62,"Toms Spezialitten, Ltd",Koln,GERMANY,Medium,Unknown,EMEA,2004,10,3300.0
10320,2004-11-03,Shipped,Classic Cars,31,100.0,6876.11,"Volvo Model Replicas, Co",Lule,SWEDEN,Medium,Unknown,EMEA,2004,11,3100.0
10329,2004-11-15,Shipped,Classic Cars,41,71.47,2930.27,Land of Toys Inc.,NYC,USA,Small,NY,Unknown,2004,11,2930.27
10341,2004-11-24,Shipped,Classic Cars,45,79.65,3584.25,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2004,11,3584.2500000000005
10363,2005-01-06,Shipped,Classic Cars,33,85.39,2817.87,Suominen Souveniers,Espoo,FINLAND,Small,Unknown,EMEA,2005,1,2817.87
10375,2005-02-03,Shipped,Classic Cars,45,76.0,3420.0,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2005,2,3420.0
10389,2005-03-03,Shipped,Classic Cars,26,99.04,2575.04,Scandinavian Gift Ideas,Boras,SWEDEN,Small,Unknown,EMEA,2005,3,2575.04
10419,2005-05-17,Shipped,Classic Cars,12,100.0,1961.28,Salzburg Collectables,Salzburg,AUSTRIA,Small,Unknown,EMEA,2005,5,1200.0
10105,2003-02-11,Shipped,Classic Cars,41,100.0,8690.36,Danish Wholesale Imports,Kobenhavn,DENMARK,Large,Unknown,EMEA,2003,2,4100.0
10117,2003-04-16,Shipped,Classic Cars,33,100.0,6034.38,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,4,3300.0
10127,2003-06-03,Shipped,Classic Cars,46,100.0,11279.2,Muscle Machine Inc,NYC,USA,Large,NY,Unknown,2003,6,4600.0
10142,2003-08-08,Shipped,Classic Cars,33,100.0,8023.29,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,CA,Unknown,2003,8,3300.0
10153,2003-09-28,Shipped,Classic Cars,20,100.0,4904.0,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,9,2000.0
10165,2003-10-22,Shipped,Classic Cars,44,100.0,8594.52,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Large,Unknown,Japan,2003,10,4400.0
10176,2003-11-06,Shipped,Classic Cars,33,100.0,7474.5,L'ordine Souveniers,Reggio Emilia,ITALY,Large,Unknown,EMEA,2003,11,3300.0
10185,2003-11-14,Shipped,Classic Cars,21,100.0,3883.74,Mini Creations Ltd.,New Bedford,USA,Medium,MA,Unknown,2003,11,2100.0
10196,2003-11-26,Shipped,Classic Cars,47,100.0,8887.7,Super Scale Inc.,New Haven,USA,Large,CT,Unknown,2003,11,4700.0
10208,2004-01-02,Shipped,Classic Cars,46,100.0,8602.92,"Saveley & Henriot, Co.",Lyon,FRANCE,Large,Unknown,EMEA,2004,1,4600.0
10220,2004-02-12,Shipped,Classic Cars,32,100.0,7181.44,"Clover Collections, Co.",Dublin,IRELAND,Large,Unknown,EMEA,2004,2,3200.0
10231,2004-03-19,Shipped,Classic Cars,42,100.0,8378.58,CAF Imports,Madrid,SPAIN,Large,Unknown,EMEA,2004,3,4200.0
10247,2004-05-05,Shipped,Classic Cars,44,100.0,10606.2,Suominen Souveniers,Espoo,FINLAND,Large,Unknown,EMEA,2004,5,4400.0
10272,2004-07-20,Shipped,Classic Cars,35,100.0,5818.4,Diecast Classics Inc.,Allentown,USA,Medium,PA,Unknown,2004,7,3500.0
10282,2004-08-20,Shipped,Classic Cars,41,100.0,7071.27,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,CA,Unknown,2004,8,4100.0
10293,2004-09-09,Shipped,Classic Cars,46,100.0,8411.56,Amica Models & Co.,Torino,ITALY,Large,Unknown,EMEA,2004,9,4600.0
10306,2004-10-14,Shipped,Classic Cars,31,100.0,6570.76,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2004,10,3100.0
10314,2004-10-22,Shipped,Classic Cars,38,100.0,7975.44,Heintze Collectables,Aaarhus,DENMARK,Large,Unknown,EMEA,2004,10,3800.0
10325,2004-11-05,Shipped,Classic Cars,42,64.0,2688.0,Baane Mini Imports,Stavern,NORWAY,Small,Unknown,EMEA,2004,11,2688.0
10336,2004-11-20,Shipped,Classic Cars,33,57.22,1888.26,"La Corne D'abondance, Co.",Paris,FRANCE,Small,Unknown,EMEA,2004,11,1888.26
10348,2004-11-01,Shipped,Classic Cars,48,52.36,2513.28,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Small,Unknown,EMEA,2004,11,2513.2799999999997
10359,2004-12-15,Shipped,Classic Cars,42,100.0,4764.48,Reims Collectables,Reims,FRANCE,Medium,Unknown,EMEA,2004,12,4200.0
10371,2005-01-23,Shipped,Classic Cars,32,100.0,3560.64,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,1,3200.0
10382,2005-02-17,Shipped,Classic Cars,34,100.0,3823.64,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,2,3400.0
10395,2005-03-17,Shipped,Classic Cars,33,69.12,2280.96,Lyon Souveniers,Paris,FRANCE,Small,Unknown,EMEA,2005,3,2280.96
10413,2005-05-05,Shipped,Classic Cars,36,100.0,8677.8,Gift Depot Inc.,Bridgewater,USA,Large,CT,Unknown,2005,5,3600.0
10103,2003-01-29,Shipped,Trucks and Buses,27,100.0,3394.98,Baane Mini Imports,Stavern,NORWAY,Medium,Unknown,EMEA,2003,1,2700.0
10113,2003-03-26,Shipped,Trucks and Buses,21,100.0,3415.44,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,3,2100.0
10126,2003-05-28,Shipped,Trucks and Buses,21,100.0,2439.57,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Small,Unknown,EMEA,2003,5,2100.0
10140,2003-07-24,Shipped,Trucks and Buses,38,100.0,4829.8,Technics Stores Inc.,Burlingame,USA,Medium,CA,Unknown,2003,7,3800.0
10150,2003-09-19,Shipped,Trucks and Buses,30,100.0,4100.1,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,9,3000.0
10164,2003-10-21,Resolved,Trucks and Buses,49,100.0,6563.06,Mini Auto Werke,Graz,AUSTRIA,Medium,Unknown,EMEA,2003,10,4900.0
10174,2003-11-06,Shipped,Trucks and Buses,43,100.0,6817.22,"Australian Gift Network, Co",South Brisbane,AUSTRALIA,Medium,Queensland,APAC,2003,11,4300.0
10183,2003-11-13,Shipped,Trucks and Buses,41,100.0,6163.94,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium,PA,Unknown,2003,11,4100.0
10194,2003-11-25,Shipped,Trucks and Buses,38,100.0,4933.92,"Saveley & Henriot, Co.",Lyon,FRANCE,Medium,Unknown,EMEA,2003,11,3800.0
10206,2003-12-05,Shipped,Trucks and Buses,28,100.0,4056.36,Canadian Gift Exchange Network,Vancouver,CANADA,Medium,BC,Unknown,2003,12,2800.0
10216,2004-02-02,Shipped,Trucks and Buses,43,100.0,5759.42,Auto Assoc. & Cie.,Versailles,FRANCE,Medium,Unknown,EMEA,2004,2,4300.0
10229,2004-03-11,Shipped,Trucks and Buses,25,100.0,3451.0,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,3,2500.0
10245,2004-05-04,Shipped,Trucks and Buses,38,100.0,5920.4,Super Scale Inc.,New Haven,USA,Medium,CT,Unknown,2004,5,3800.0
10258,2004-06-15,Shipped,Trucks and Buses,41,100.0,6668.24,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Medium,Tokyo,Japan,2004,6,4100.0
10270,2004-07-19,Shipped,Trucks and Buses,28,100.0,4094.72,Souveniers And Things Co.,Chatswood,AUSTRALIA,Medium,NSW,APAC,2004,7,2800.0
10281,2004-08-19,Shipped,Trucks and Buses,25,100.0,2938.5,Diecast Classics Inc.,Allentown,USA,Small,PA,Unknown,2004,8,2500.0
10291,2004-09-08,Shipped,Trucks and Buses,41,100.0,6387.8,Scandinavian Gift Ideas,Boras,SWEDEN,Medium,Unknown,EMEA,2004,9,4100.0
10304,2004-10-11,Shipped,Trucks and Buses,39,100.0,6396.0,Auto Assoc. & Cie.,Versailles,FRANCE,Medium,Unknown,EMEA,2004,10,3900.0
10313,2004-10-22,Shipped,Trucks and Buses,21,100.0,2669.1,Canadian Gift Exchange Network,Vancouver,CANADA,Small,BC,Unknown,2004,10,2100.0
10322,2004-11-04,Shipped,Trucks and Buses,27,100.0,4784.13,Online Diecast Creations Co.,Nashua,USA,Medium,NH,Unknown,2004,11,2700.0
10333,2004-11-18,Shipped,Trucks and Buses,33,99.21,3273.93,Mini Wheels Co.,San Francisco,USA,Medium,CA,Unknown,2004,11,3273.93
10347,2004-11-29,Shipped,Trucks and Buses,29,100.0,3586.43,"Australian Collectors, Co.",Melbourne,AUSTRALIA,Medium,Victoria,APAC,2004,11,2900.0
10357,2004-12-10,Shipped,Trucks and Buses,49,100.0,5960.36,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,12,4900.0
10370,2005-01-20,Shipped,Trucks and Buses,49,100.0,8470.14,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Large,NSW,APAC,2005,1,4900.0
10381,2005-02-17,Shipped,Trucks and Buses,20,100.0,2952.0,Corporate Gift Ideas Co.,San Francisco,USA,Small,CA,Unknown,2005,2,2000.0
10391,2005-03-09,Shipped,Trucks and Buses,39,63.2,2464.8,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Small,NSW,APAC,2005,3,2464.8
10411,2005-05-01,Shipped,Trucks and Buses,40,100.0,6232.0,Quebec Home Shopping Network,Montreal,CANADA,Medium,Quebec,Unknown,2005,5,4000.0
10424,2005-05-31,In Process,Trucks and Buses,49,100.0,7969.36,Euro Shopping Channel,Madrid,SPAIN,Large,Unknown,EMEA,2005,5,4900.0
10107,2003-02-24,Shipped,Motorcycles,21,100.0,3036.6,Land of Toys Inc.,NYC,USA,Medium,NY,Unknown,2003,2,2100.0
10121,2003-05-07,Shipped,Motorcycles,50,100.0,8284.0,Reims Collectables,Reims,FRANCE,Large,Unknown,EMEA,2003,5,5000.0
10134,2003-07-01,Shipped,Motorcycles,20,100.0,2711.2,Lyon Souveniers,Paris,FRANCE,Small,Unknown,EMEA,2003,7,2000.0
10145,2003-08-25,Shipped,Motorcycles,49,100.0,8339.8,Toys4GrownUps.com,Pasadena,USA,Large,CA,Unknown,2003,8,4900.0
10159,2003-10-10,Shipped,Motorcycles,38,100.0,6238.84,Corporate Gift Ideas Co.,San Francisco,USA,Medium,CA,Unknown,2003,10,3800.0
10169,2003-11-04,Shipped,Motorcycles,35,100.0,4639.25,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Medium,NSW,APAC,2003,11,3500.0
10180,2003-11-11,Shipped,Motorcycles,40,100.0,6747.6,Daedalus Designs Imports,Lille,FRANCE,Medium,Unknown,EMEA,2003,11,4000.0
10189,2003-11-18,Shipped,Motorcycles,28,100.0,4512.48,Toys4GrownUps.com,Pasadena,USA,Medium,CA,Unknown,2003,11,2800.0
10201,2003-12-01,Shipped,Motorcycles,25,100.0,4029.0,Mini Wheels Co.,San Francisco,USA,Medium,CA,Unknown,2003,12,2500.0
10211,2004-01-15,Shipped,Motorcycles,36,100.0,4771.8,Auto Canal Petit,Paris,FRANCE,Medium,Unknown,EMEA,2004,1,3600.0
10224,2004-02-21,Shipped,Motorcycles,43,100.0,6087.94,Daedalus Designs Imports,Lille,FRANCE,Medium,Unknown,EMEA,2004,2,4300.0
10237,2004-04-05,Shipped,Motorcycles,32,100.0,4193.28,Vitachrome Inc.,NYC,USA,Medium,NY,Unknown,2004,4,3200.0
10251,2004-05-18,Shipped,Motorcycles,46,100.0,7552.28,Tekni Collectables Inc.,Newark,USA,Large,NJ,Unknown,2004,5,4600.0
10263,2004-06-28,Shipped,Motorcycles,48,100.0,6434.4,Gift Depot Inc.,Bridgewater,USA,Medium,CT,Unknown,2004,6,4800.0
10276,2004-08-02,Shipped,Motorcycles,43,100.0,5181.5,Online Mini Collectables,Brickhaven,USA,Medium,MA,Unknown,2004,8,4300.0
10285,2004-08-27,Shipped,Motorcycles,49,100.0,6863.92,Marta's Replicas Co.,Cambridge,USA,Medium,MA,Unknown,2004,8,4900.0
10299,2004-09-30,Shipped,Motorcycles,24,100.0,4157.04,"Toys of Finland, Co.",Helsinki,FINLAND,Medium,Unknown,EMEA,2004,9,2400.0
10309,2004-10-15,Shipped,Motorcycles,26,100.0,4660.24,Baane Mini Imports,Stavern,NORWAY,Medium,Unknown,EMEA,2004,10,2600.0
10319,2004-11-03,Shipped,Motorcycles,30,100.0,4111.8,Microscale Inc.,NYC,USA,Medium,NY,Unknown,2004,11,3000.0
10329,2004-11-15,Shipped,Motorcycles,24,100.0,3542.64,Land of Toys Inc.,NYC,USA,Medium,NY,Unknown,2004,11,2400.0
10341,2004-11-24,Shipped,Motorcycles,55,100.0,8118.55,Salzburg Collectables,Salzburg,AUSTRIA,Large,Unknown,EMEA,2004,11,5500.0
10362,2005-01-05,Shipped,Motorcycles,22,100.0,3877.06,Technics Stores Inc.,Burlingame,USA,Medium,CA,Unknown,2005,1,2200.0
10375,2005-02-03,Shipped,Motorcycles,49,78.92,3867.08,La Rochelle Gifts,Nantes,FRANCE,Medium,Unknown,EMEA,2005,2,3867.08
10388,2005-03-03,Shipped,Motorcycles,44,100.0,5951.44,FunGiftIdeas.com,New Bedford,USA,Medium,MA,Unknown,2005,3,4400.0
10403,2005-04-08,Shipped,Motorcycles,66,100.0,8648.64,"UK Collectables, Ltd.",Liverpool,UK,Large,Unknown,EMEA,2005,4,6600.0
10417,2005-05-13,Disputed,Motorcycles,21,100.0,3447.78,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2005,5,2100.0
10104,2003-01-31,Shipped,Classic Cars,34,100.0,5958.5,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,1,3400.0
10117,2003-04-16,Shipped,Classic Cars,43,100.0,5911.64,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,4,4300.0
10127,2003-06-03,Shipped,Classic Cars,46,100.0,7366.44,Muscle Machine Inc,NYC,USA,Large,NY,Unknown,2003,6,4600.0
10142,2003-08-08,Shipped,Classic Cars,33,100.0,4985.64,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,8,3300.0
10153,2003-09-28,Shipped,Classic Cars,42,100.0,5393.64,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2003,9,4200.0
10165,2003-10-22,Shipped,Classic Cars,34,100.0,4880.02,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,10,3400.0
10176,2003-11-06,Shipped,Classic Cars,47,100.0,8378.69,L'ordine Souveniers,Reggio Emilia,ITALY,Large,Unknown,EMEA,2003,11,4700.0
10185,2003-11-14,Shipped,Classic Cars,33,100.0,4038.21,Mini Creations Ltd.,New Bedford,USA,Medium,MA,Unknown,2003,11,3300.0
10196,2003-11-26,Shipped,Classic Cars,24,100.0,3807.12,Super Scale Inc.,New Haven,USA,Medium,CT,Unknown,2003,11,2400.0
10208,2004-01-02,Shipped,Classic Cars,26,100.0,3142.36,"Saveley & Henriot, Co.",Lyon,FRANCE,Medium,Unknown,EMEA,2004,1,2600.0
10220,2004-02-12,Shipped,Classic Cars,30,100.0,4713.6,"Clover Collections, Co.",Dublin,IRELAND,Medium,Unknown,EMEA,2004,2,3000.0
10230,2004-03-15,Shipped,Classic Cars,43,100.0,7016.31,"Blauer See Auto, Co.",Frankfurt,GERMANY,Large,Unknown,EMEA,2004,3,4300.0
10247,2004-05-05,Shipped,Classic Cars,25,100.0,4381.25,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2004,5,2500.0
10272,2004-07-20,Shipped,Classic Cars,27,100.0,4283.01,Diecast Classics Inc.,Allentown,USA,Medium,PA,Unknown,2004,7,2700.0
10282,2004-08-20,Shipped,Classic Cars,27,100.0,4364.82,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,8,2700.0
10293,2004-09-09,Shipped,Classic Cars,24,100.0,4242.24,Amica Models & Co.,Torino,ITALY,Medium,Unknown,EMEA,2004,9,2400.0
10306,2004-10-14,Shipped,Classic Cars,34,100.0,4982.7,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2004,10,3400.0
10314,2004-10-22,Shipped,Classic Cars,46,100.0,6393.54,Heintze Collectables,Aaarhus,DENMARK,Medium,Unknown,EMEA,2004,10,4600.0
10324,2004-11-05,Shipped,Classic Cars,27,54.33,1466.91,Vitachrome Inc.,NYC,USA,Small,NY,Unknown,2004,11,1466.9099999999999
10336,2004-11-20,Shipped,Classic Cars,33,100.0,4059.33,"La Corne D'abondance, Co.",Paris,FRANCE,Medium,Unknown,EMEA,2004,11,3300.0
10348,2004-11-01,Shipped,Classic Cars,47,100.0,4801.52,"Corrida Auto Replicas, Ltd",Madrid,SPAIN,Medium,Unknown,EMEA,2004,11,4700.0
10358,2004-12-10,Shipped,Classic Cars,49,55.34,2711.66,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2004,12,2711.6600000000003
10372,2005-01-26,Shipped,Classic Cars,40,100.0,5862.0,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Medium,Tokyo,Japan,2005,1,4000.0
10382,2005-02-17,Shipped,Classic Cars,37,100.0,4071.85,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,2,3700.0
10413,2005-05-05,Shipped,Classic Cars,47,100.0,8236.75,Gift Depot Inc.,Bridgewater,USA,Large,CT,Unknown,2005,5,4700.0
10108,2003-03-03,Shipped,Classic Cars,45,100.0,6130.35,Cruz & Sons Co.,Makati City,PHILIPPINES,Medium,Unknown,Japan,2003,3,4500.0
10122,2003-05-08,Shipped,Classic Cars,37,99.82,3693.34,Marseille Mini Autos,Marseille,FRANCE,Medium,Unknown,EMEA,2003,5,3693.3399999999997
10135,2003-07-02,Shipped,Classic Cars,48,100.0,6031.68,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2003,7,4800.0
10147,2003-09-05,Shipped,Classic Cars,31,100.0,3494.94,Collectables For Less Inc.,Brickhaven,USA,Medium,MA,Unknown,2003,9,3100.0
10160,2003-10-11,Shipped,Classic Cars,46,100.0,5294.14,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium,CA,Unknown,2003,10,4600.0
10170,2003-11-04,Shipped,Classic Cars,47,100.0,5464.69,Mini Auto Werke,Graz,AUSTRIA,Medium,Unknown,EMEA,2003,11,4700.0
10181,2003-11-12,Shipped,Classic Cars,28,100.0,2860.76,Herkku Gifts,Bergen,NORWAY,Small,Unknown,EMEA,2003,11,2800.0
10191,2003-11-20,Shipped,Classic Cars,40,100.0,5590.0,"Toms Spezialitten, Ltd",Koln,GERMANY,Medium,Unknown,EMEA,2003,11,4000.0
10203,2003-12-02,Shipped,Classic Cars,20,100.0,2254.8,Euro Shopping Channel,Madrid,SPAIN,Small,Unknown,EMEA,2003,12,2000.0
10212,2004-01-16,Shipped,Classic Cars,39,100.0,4946.76,Euro Shopping Channel,Madrid,SPAIN,Medium,Unknown,EMEA,2004,1,3900.0
10225,2004-02-22,Shipped,Classic Cars,25,99.82,2495.5,"Vida Sport, Ltd",Gensve,SWITZERLAND,Small,Unknown,EMEA,2004,2,2495.5
10238,2004-04-09,Shipped,Classic Cars,29,100.0,3167.38,Danish Wholesale Imports,Kobenhavn,DENMARK,Medium,Unknown,EMEA,2004,4,2900.0
10253,2004-06-01,Cancelled,Classic Cars,22,100.0,2402.84,"UK Collectables, Ltd.",Liverpool,UK,Small,Unknown,EMEA,2004,6,2200.0
10266,2004-07-06,Shipped,Classic Cars,22,100.0,2454.54,L'ordine Souveniers,Reggio Emilia,ITALY,Small,Unknown,EMEA,2004,7,2200.0
10276,2004-08-02,Shipped,Classic Cars,47,100.0,5464.69,Online Mini Collectables,Brickhaven,USA,Medium,MA,Unknown,2004,8,4700.0
10287,2004-08-30,Shipped,Classic Cars,45,100.0,4756.5,"Vida Sport, Ltd",Gensve,SWITZERLAND,Medium,Unknown,EMEA,2004,8,4500.0
10300,2003-10-04,Shipped,Classic Cars,29,100.0,3984.6,"Blauer See Auto, Co.",Frankfurt,GERMANY,Medium,Unknown,EMEA,2003,10,2900.0
10310,2004-10-16,Shipped,Classic Cars,24,100.0,3100.32,"Toms Spezialitten, Ltd",Koln,GERMANY,Medium,Unknown,EMEA,2004,10,2400.0
10320,2004-11-03,Shipped,Classic Cars,35,100.0,4850.3,"Volvo Model Replicas, Co",Lule,SWEDEN,Medium,Unknown,EMEA,2004,11,3500.0
10329,2004-11-15,Shipped,Classic Cars,46,83.63,3846.98,Land of Toys Inc.,NYC,USA,Medium,NY,Unknown,2004,11,3846.9799999999996
10341,2004-11-24,Shipped,Classic Cars,44,95.93,4220.92,Salzburg Collectables,Salzburg,AUSTRIA,Medium,Unknown,EMEA,2004,11,4220.92
10363,2005-01-06,Shipped,Classic Cars,34,96.73,3288.82,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2005,1,3288.82
10376,2005-02-08,Shipped,Classic Cars,35,100.0,3987.2,Boards & Toys Co.,Glendale,USA,Medium,CA,Unknown,2005,2,3500.0
10389,2005-03-03,Shipped,Classic Cars,25,72.38,1809.5,Scandinavian Gift Ideas,Boras,SWEDEN,Small,Unknown,EMEA,2005,3,1809.5
10419,2005-05-17,Shipped,Classic Cars,10,100.0,1092.2,Salzburg Collectables,Salzburg,AUSTRIA,Small,Unknown,EMEA,2005,5,1000.0
10105,2003-02-11,Shipped,Classic Cars,29,100.0,4566.05,Danish Wholesale Imports,Kobenhavn,DENMARK,Medium,Unknown,EMEA,2003,2,2900.0
10117,2003-04-16,Shipped,Classic Cars,39,100.0,5938.14,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,4,3900.0
10127,2003-06-03,Shipped,Classic Cars,42,100.0,8138.76,Muscle Machine Inc,NYC,USA,Large,NY,Unknown,2003,6,4200.0
10142,2003-08-08,Shipped,Classic Cars,46,100.0,9470.94,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,CA,Unknown,2003,8,4600.0
10153,2003-09-28,Shipped,Classic Cars,49,100.0,7036.89,Euro Shopping Channel,Madrid,SPAIN,Large,Unknown,EMEA,2003,9,4900.0
10165,2003-10-22,Shipped,Classic Cars,27,100.0,5559.03,"Dragon Souveniers, Ltd.",Singapore,SINGAPORE,Medium,Unknown,Japan,2003,10,2700.0
10176,2003-11-06,Shipped,Classic Cars,50,100.0,7872.5,L'ordine Souveniers,Reggio Emilia,ITALY,Large,Unknown,EMEA,2003,11,5000.0
10185,2003-11-14,Shipped,Classic Cars,43,100.0,7886.2,Mini Creations Ltd.,New Bedford,USA,Large,MA,Unknown,2003,11,4300.0
10196,2003-11-26,Shipped,Classic Cars,38,100.0,7232.16,Super Scale Inc.,New Haven,USA,Large,CT,Unknown,2003,11,3800.0
10208,2004-01-02,Shipped,Classic Cars,20,100.0,3114.4,"Saveley & Henriot, Co.",Lyon,FRANCE,Medium,Unknown,EMEA,2004,1,2000.0
10220,2004-02-12,Shipped,Classic Cars,27,100.0,5045.22,"Clover Collections, Co.",Dublin,IRELAND,Medium,Unknown,EMEA,2004,2,2700.0
10231,2004-03-19,Shipped,Classic Cars,49,100.0,6952.12,CAF Imports,Madrid,SPAIN,Medium,Unknown,EMEA,2004,3,4900.0
10247,2004-05-05,Shipped,Classic Cars,27,100.0,4157.73,Suominen Souveniers,Espoo,FINLAND,Medium,Unknown,EMEA,2004,5,2700.0
10272,2004-07-20,Shipped,Classic Cars,39,100.0,7962.24,Diecast Classics Inc.,Allentown,USA,Large,PA,Unknown,2004,7,3900.0
10282,2004-08-20,Shipped,Classic Cars,24,100.0,3778.8,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2004,8,2400.0
10293,2004-09-09,Shipped,Classic Cars,45,100.0,8253.0,Amica Models & Co.,Torino,ITALY,Large,Unknown,EMEA,2004,9,4500.0
10306,2004-10-14,Shipped,Classic Cars,20,100.0,3633.4,"AV Stores, Co.",Manchester,UK,Medium,Unknown,EMEA,2004,10,2000.0
10314,2004-10-22,Shipped,Classic Cars,36,100.0,6913.8,Heintze Collectables,Aaarhus,DENMARK,Medium,Unknown,EMEA,2004,10,3600.0
10325,2004-11-05,Shipped,Classic Cars,24,100.0,2583.6,Baane Mini Imports,Stavern,NORWAY,Small,Unknown,EMEA,2004,11,2400.0
10336,2004-11-20,Shipped,Classic Cars,49,63.38,3105.62,"La Corne D'abondance, Co.",Paris,FRANCE,Medium,Unknown,EMEA,2004,11,3105.6200000000003
10349,2004-12-01,Shipped,Classic Cars,26,100.0,4408.56,Muscle Machine Inc,NYC,USA,Medium,NY,Unknown,2004,12,2600.0
10359,2004-12-15,Shipped,Classic Cars,49,62.09,3042.41,Reims Collectables,Reims,FRANCE,Medium,Unknown,EMEA,2004,12,3042.4100000000003
10372,2005-01-26,Shipped,Classic Cars,34,100.0,5941.5,"Tokyo Collectables, Ltd",Minato-ku,JAPAN,Medium,Tokyo,Japan,2005,1,3400.0
10382,2005-02-17,Shipped,Classic Cars,34,95.35,3241.9,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,2,3241.8999999999996
10396,2005-03-23,Shipped,Classic Cars,33,100.0,6109.29,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,CA,Unknown,2005,3,3300.0
10413,2005-05-05,Shipped,Classic Cars,22,100.0,3387.78,Gift Depot Inc.,Bridgewater,USA,Medium,CT,Unknown,2005,5,2200.0
10108,2003-03-03,Shipped,Classic Cars,39,89.38,3485.82,Cruz & Sons Co.,Makati City,PHILIPPINES,Medium,Unknown,Japan,2003,3,3485.8199999999997
10122,2003-05-08,Shipped,Classic Cars,32,63.84,2042.88,Marseille Mini Autos,Marseille,FRANCE,Small,Unknown,EMEA,2003,5,2042.88
10135,2003-07-02,Shipped,Classic Cars,24,75.01,1800.24,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,CA,Unknown,2003,7,1800.2400000000002
10147,2003-09-05,Shipped,Classic Cars,21,63.84,1340.64,Collectables For Less Inc.,Brickhaven,USA,Small,MA,Unknown,2003,9,1340.64
10159,2003-10-10,Shipped,Classic Cars,24,73.42,1762.08,Corporate Gift Ideas Co.,San Francisco,USA,Small,CA,Unknown,2003,10,1762.08
10169,2003-11-04,Shipped,Classic Cars,36,63.84,2298.24,"Anna's Decorations, Ltd",North Sydney,AUSTRALIA,Small,NSW,APAC,2003,11,2298.2400000000002
10181,2003-11-12,Shipped,Classic Cars,20,81.4,1628.0,Herkku Gifts,Bergen,NORWAY,Small,Unknown,EMEA,2003,11,1628.0
